itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
UAEREG-03998,construction,Authority Approvals - MOEI,MOEI - Major Project Transport - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for major project transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-04037,construction,Authority Approvals - MOEI,MOEI - Project-Specific Federal Infrastructure - Document Preparation,"Prepare, coordinate, submit, track and close out the document preparation process for project-specific federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-04038,construction,Authority Approvals - MOEI,MOEI - Project-Specific Federal Infrastructure - Final Approval,"Prepare, coordinate, submit, track and close out the final approval process for project-specific federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-04039,construction,Authority Approvals - MOEI,MOEI - Project-Specific Federal Infrastructure - Initial Submission,"Prepare, coordinate, submit, track and close out the initial submission process for project-specific federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-04040,construction,Authority Approvals - MOEI,MOEI - Project-Specific Federal Infrastructure - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for project-specific federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-04041,construction,Authority Approvals - MOEI,MOEI - Project-Specific Federal Infrastructure - NOC Application,"Prepare, coordinate, submit, track and close out the noc application process for project-specific federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-04042,construction,Authority Approvals - MOEI,MOEI - Project-Specific Federal Infrastructure - Permit Application,"Prepare, coordinate, submit, track and close out the permit application process for project-specific federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-04043,construction,Authority Approvals - MOEI,MOEI - Project-Specific Federal Infrastructure - Pre-Application Consultation,"Prepare, coordinate, submit, track and close out the pre-application consultation process for project-specific federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-04044,construction,Authority Approvals - MOEI,MOEI - Project-Specific Federal Infrastructure - Renewal or Extension,"Prepare, coordinate, submit, track and close out the renewal or extension process for project-specific federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-04045,construction,Authority Approvals - MOEI,MOEI - Project-Specific Federal Infrastructure - Resubmission,"Prepare, coordinate, submit, track and close out the resubmission process for project-specific federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-04046,construction,Authority Approvals - MOEI,MOEI - Project-Specific Federal Infrastructure - Technical Review,"Prepare, coordinate, submit, track and close out the technical review process for project-specific federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-04047,construction,Authority Approvals - MOEI,MOEI - Project-Specific Transport - Authority Witness Test,"Prepare, coordinate, submit, track and close out the authority witness test process for project-specific transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-04048,construction,Authority Approvals - MOEI,MOEI - Project-Specific Transport - Closeout Submission,"Prepare, coordinate, submit, track and close out the closeout submission process for project-specific transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-04049,construction,Authority Approvals - MOEI,MOEI - Project-Specific Transport - Comment Response,"Prepare, coordinate, submit, track and close out the comment response process for project-specific transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
