itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
UAEREG-00001,construction,Authority Approvals - Abu Dhabi Civil Defence,Abu Dhabi Civil Defence - Expedited Final Inspection - Authority Witness Test,"Prepare, coordinate, submit, track and close out the authority witness test process for expedited final inspection requirements with Abu Dhabi Civil Defence, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.adcd.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01073,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Building NOC - NOC Application,"Prepare, coordinate, submit, track and close out the noc application process for infrastructure project building noc requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01074,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Building NOC - Permit Application,"Prepare, coordinate, submit, track and close out the permit application process for infrastructure project building noc requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01075,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Building NOC - Pre-Application Consultation,"Prepare, coordinate, submit, track and close out the pre-application consultation process for infrastructure project building noc requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01076,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Building NOC - Renewal or Extension,"Prepare, coordinate, submit, track and close out the renewal or extension process for infrastructure project building noc requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01077,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Building NOC - Resubmission,"Prepare, coordinate, submit, track and close out the resubmission process for infrastructure project building noc requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01078,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Building NOC - Technical Review,"Prepare, coordinate, submit, track and close out the technical review process for infrastructure project building noc requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01079,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Electricity - Authority Witness Test,"Prepare, coordinate, submit, track and close out the authority witness test process for infrastructure project electricity requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01080,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Electricity - Closeout Submission,"Prepare, coordinate, submit, track and close out the closeout submission process for infrastructure project electricity requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01081,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Electricity - Comment Response,"Prepare, coordinate, submit, track and close out the comment response process for infrastructure project electricity requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01082,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Electricity - Completion Certificate,"Prepare, coordinate, submit, track and close out the completion certificate process for infrastructure project electricity requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01083,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Electricity - Document Preparation,"Prepare, coordinate, submit, track and close out the document preparation process for infrastructure project electricity requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01084,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Electricity - Final Approval,"Prepare, coordinate, submit, track and close out the final approval process for infrastructure project electricity requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01085,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Electricity - Initial Submission,"Prepare, coordinate, submit, track and close out the initial submission process for infrastructure project electricity requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-01086,construction,Authority Approvals - DEWA,DEWA - Infrastructure Project Electricity - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for infrastructure project electricity requirements with DEWA, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 33 00 00 / 26 00 00 / 22 00 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.dewa.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
