itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
BIMDD-00001,construction,BIM Models,Authoring - Architectural Model - LOD 100 - RVT,"Prepare, coordinate and submit LOD 100 architectural BIM model for authoring in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00057,construction,BIM Models,Authoring - Structural Model - LOD 100 - RVT,"Prepare, coordinate and submit LOD 100 structural BIM model for authoring in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00058,construction,BIM Models,Authoring - Structural Model - LOD 100 - IFC,"Prepare, coordinate and submit LOD 100 structural BIM model for authoring in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00059,construction,BIM Models,Authoring - Structural Model - LOD 100 - NWC,"Prepare, coordinate and submit LOD 100 structural BIM model for authoring in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00060,construction,BIM Models,Authoring - Structural Model - LOD 100 - NWD,"Prepare, coordinate and submit LOD 100 structural BIM model for authoring in NWD format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00061,construction,BIM Models,Authoring - Structural Model - LOD 100 - DWG,"Prepare, coordinate and submit LOD 100 structural BIM model for authoring in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00062,construction,BIM Models,Authoring - Structural Model - LOD 100 - BCF,"Prepare, coordinate and submit LOD 100 structural BIM model for authoring in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00063,construction,BIM Models,Authoring - Structural Model - LOD 100 - COBie,"Prepare, coordinate and submit LOD 100 structural BIM model for authoring in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00064,construction,BIM Models,Authoring - Structural Model - LOD 100 - PDF,"Prepare, coordinate and submit LOD 100 structural BIM model for authoring in PDF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00065,construction,BIM Models,Update - Structural Model - LOD 100 - RVT,"Prepare, coordinate and submit LOD 100 structural BIM model for update in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00066,construction,BIM Models,Update - Structural Model - LOD 100 - IFC,"Prepare, coordinate and submit LOD 100 structural BIM model for update in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00067,construction,BIM Models,Update - Structural Model - LOD 100 - NWC,"Prepare, coordinate and submit LOD 100 structural BIM model for update in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00068,construction,BIM Models,Update - Structural Model - LOD 100 - NWD,"Prepare, coordinate and submit LOD 100 structural BIM model for update in NWD format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00069,construction,BIM Models,Update - Structural Model - LOD 100 - DWG,"Prepare, coordinate and submit LOD 100 structural BIM model for update in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00070,construction,BIM Models,Update - Structural Model - LOD 100 - BCF,"Prepare, coordinate and submit LOD 100 structural BIM model for update in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00071,construction,BIM Models,Update - Structural Model - LOD 100 - COBie,"Prepare, coordinate and submit LOD 100 structural BIM model for update in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00072,construction,BIM Models,Update - Structural Model - LOD 100 - PDF,"Prepare, coordinate and submit LOD 100 structural BIM model for update in PDF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00073,construction,BIM Models,Coordination - Structural Model - LOD 100 - RVT,"Prepare, coordinate and submit LOD 100 structural BIM model for coordination in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00074,construction,BIM Models,Coordination - Structural Model - LOD 100 - IFC,"Prepare, coordinate and submit LOD 100 structural BIM model for coordination in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00075,construction,BIM Models,Coordination - Structural Model - LOD 100 - NWC,"Prepare, coordinate and submit LOD 100 structural BIM model for coordination in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00076,construction,BIM Models,Coordination - Structural Model - LOD 100 - NWD,"Prepare, coordinate and submit LOD 100 structural BIM model for coordination in NWD format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00077,construction,BIM Models,Coordination - Structural Model - LOD 100 - DWG,"Prepare, coordinate and submit LOD 100 structural BIM model for coordination in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00078,construction,BIM Models,Coordination - Structural Model - LOD 100 - BCF,"Prepare, coordinate and submit LOD 100 structural BIM model for coordination in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00079,construction,BIM Models,Coordination - Structural Model - LOD 100 - COBie,"Prepare, coordinate and submit LOD 100 structural BIM model for coordination in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00080,construction,BIM Models,Coordination - Structural Model - LOD 100 - PDF,"Prepare, coordinate and submit LOD 100 structural BIM model for coordination in PDF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00081,construction,BIM Models,Review - Structural Model - LOD 100 - RVT,"Prepare, coordinate and submit LOD 100 structural BIM model for review in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00082,construction,BIM Models,Review - Structural Model - LOD 100 - IFC,"Prepare, coordinate and submit LOD 100 structural BIM model for review in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-00083,construction,BIM Models,Review - Structural Model - LOD 100 - NWC,"Prepare, coordinate and submit LOD 100 structural BIM model for review in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
