itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-06514,plumbing,Piping Systems,Non-Potable Water - PPR - Pipe Sleeve - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR pipe sleeve for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06565,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Coupling - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06566,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Coupling - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06567,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Coupling - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06568,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Coupling - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06569,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Dismantling Joint - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06570,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Dismantling Joint - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06571,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Dismantling Joint - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06572,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Dismantling Joint - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06573,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Dismantling Joint - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06574,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Eccentric Reducer - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06575,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Eccentric Reducer - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06576,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Eccentric Reducer - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06577,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Eccentric Reducer - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06578,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Eccentric Reducer - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06579,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - End Cap - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06580,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - End Cap - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06581,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - End Cap - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06582,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - End Cap - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06583,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - End Cap - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06584,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Equal Tee - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L equal tee for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06585,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Equal Tee - 15-25 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L equal tee for non-potable water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06586,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Equal Tee - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L equal tee for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06587,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Equal Tee - 32-50 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L equal tee for non-potable water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06588,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Equal Tee - 65-100 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L equal tee for non-potable water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-06589,plumbing,Piping Systems,Non-Potable Water - Stainless Steel 316L - Expansion Joint - 125-200 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission Stainless Steel 316L expansion joint for non-potable water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
