itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-10992,plumbing,Plumbing Fixtures,Accessible Bathtub - Accessible/PRM,"Subcategory: Baths | Supply, install, connect, seal, test and commission accessible/prm accessible bathtub, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11042,plumbing,Plumbing Fixtures,Drinking Fountain - Accessible/PRM,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission accessible/prm drinking fountain, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11043,plumbing,Plumbing Fixtures,Drinking Fountain - Commercial Heavy Duty,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission commercial heavy duty drinking fountain, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11044,plumbing,Plumbing Fixtures,Drinking Fountain - Low-Flow/Water Efficient,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission low-flow/water efficient drinking fountain, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11045,plumbing,Plumbing Fixtures,Drinking Fountain - Sensor Operated,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission sensor operated drinking fountain, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11046,plumbing,Plumbing Fixtures,Drinking Fountain - Standard Grade,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission standard grade drinking fountain, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11047,plumbing,Plumbing Fixtures,Refrigerated Drinking Fountain - Accessible/PRM,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission accessible/prm refrigerated drinking fountain, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11048,plumbing,Plumbing Fixtures,Refrigerated Drinking Fountain - Commercial Heavy Duty,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission commercial heavy duty refrigerated drinking fountain, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11049,plumbing,Plumbing Fixtures,Refrigerated Drinking Fountain - Low-Flow/Water Efficient,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission low-flow/water efficient refrigerated drinking fountain, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11050,plumbing,Plumbing Fixtures,Refrigerated Drinking Fountain - Sensor Operated,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission sensor operated refrigerated drinking fountain, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11051,plumbing,Plumbing Fixtures,Refrigerated Drinking Fountain - Standard Grade,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission standard grade refrigerated drinking fountain, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11052,plumbing,Plumbing Fixtures,Water Cooler - Accessible/PRM,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission accessible/prm water cooler, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11053,plumbing,Plumbing Fixtures,Water Cooler - Commercial Heavy Duty,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission commercial heavy duty water cooler, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11054,plumbing,Plumbing Fixtures,Water Cooler - Low-Flow/Water Efficient,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission low-flow/water efficient water cooler, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11055,plumbing,Plumbing Fixtures,Water Cooler - Sensor Operated,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission sensor operated water cooler, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11056,plumbing,Plumbing Fixtures,Water Cooler - Standard Grade,"Subcategory: Drinking Water | Supply, install, connect, seal, test and commission standard grade water cooler, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11057,plumbing,Plumbing Fixtures,Combination Eyewash and Shower - Accessible/PRM,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission accessible/prm combination eyewash and shower, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11058,plumbing,Plumbing Fixtures,Combination Eyewash and Shower - Commercial Heavy Duty,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission commercial heavy duty combination eyewash and shower, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11059,plumbing,Plumbing Fixtures,Combination Eyewash and Shower - Low-Flow/Water Efficient,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission low-flow/water efficient combination eyewash and shower, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11060,plumbing,Plumbing Fixtures,Combination Eyewash and Shower - Sensor Operated,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission sensor operated combination eyewash and shower, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11061,plumbing,Plumbing Fixtures,Combination Eyewash and Shower - Standard Grade,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission standard grade combination eyewash and shower, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11062,plumbing,Plumbing Fixtures,Deck-Mounted Eyewash - Accessible/PRM,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission accessible/prm deck-mounted eyewash, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11063,plumbing,Plumbing Fixtures,Deck-Mounted Eyewash - Commercial Heavy Duty,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission commercial heavy duty deck-mounted eyewash, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11064,plumbing,Plumbing Fixtures,Deck-Mounted Eyewash - Low-Flow/Water Efficient,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission low-flow/water efficient deck-mounted eyewash, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11065,plumbing,Plumbing Fixtures,Deck-Mounted Eyewash - Sensor Operated,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission sensor operated deck-mounted eyewash, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11066,plumbing,Plumbing Fixtures,Deck-Mounted Eyewash - Standard Grade,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission standard grade deck-mounted eyewash, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11067,plumbing,Plumbing Fixtures,Emergency Eyewash - Accessible/PRM,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission accessible/prm emergency eyewash, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11068,plumbing,Plumbing Fixtures,Emergency Eyewash - Commercial Heavy Duty,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission commercial heavy duty emergency eyewash, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11069,plumbing,Plumbing Fixtures,Emergency Eyewash - Low-Flow/Water Efficient,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission low-flow/water efficient emergency eyewash, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11070,plumbing,Plumbing Fixtures,Emergency Eyewash - Sensor Operated,"Subcategory: Emergency Fixtures | Supply, install, connect, seal, test and commission sensor operated emergency eyewash, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 45 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
