itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-10712,plumbing,Plumbing Equipment,Air Receiver - Custom/Packaged,"Subcategory: Pressure Equipment | Supply, install, connect, test and commission custom/packaged air receiver, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10912,plumbing,Plumbing Equipment,Potable Water Day Tank - Custom/Packaged,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission custom/packaged potable water day tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10913,plumbing,Plumbing Equipment,Potable Water Day Tank - Large Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission large capacity potable water day tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10914,plumbing,Plumbing Equipment,Potable Water Day Tank - Medium Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission medium capacity potable water day tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10915,plumbing,Plumbing Equipment,Potable Water Day Tank - Small Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission small capacity potable water day tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10916,plumbing,Plumbing Equipment,RO Product Water Tank - Custom/Packaged,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission custom/packaged ro product water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10917,plumbing,Plumbing Equipment,RO Product Water Tank - Large Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission large capacity ro product water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10918,plumbing,Plumbing Equipment,RO Product Water Tank - Medium Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission medium capacity ro product water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10919,plumbing,Plumbing Equipment,RO Product Water Tank - Small Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission small capacity ro product water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10920,plumbing,Plumbing Equipment,Rainwater Harvesting Tank - Custom/Packaged,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission custom/packaged rainwater harvesting tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10921,plumbing,Plumbing Equipment,Rainwater Harvesting Tank - Large Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission large capacity rainwater harvesting tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10922,plumbing,Plumbing Equipment,Rainwater Harvesting Tank - Medium Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission medium capacity rainwater harvesting tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10923,plumbing,Plumbing Equipment,Rainwater Harvesting Tank - Small Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission small capacity rainwater harvesting tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10924,plumbing,Plumbing Equipment,Stainless Steel Water Tank - Custom/Packaged,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission custom/packaged stainless steel water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10925,plumbing,Plumbing Equipment,Stainless Steel Water Tank - Large Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission large capacity stainless steel water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10926,plumbing,Plumbing Equipment,Stainless Steel Water Tank - Medium Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission medium capacity stainless steel water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10927,plumbing,Plumbing Equipment,Stainless Steel Water Tank - Small Capacity,"Subcategory: Water Storage Tanks | Supply, install, connect, test and commission small capacity stainless steel water tank, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10928,plumbing,Plumbing Equipment,Activated Carbon Filter - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged activated carbon filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10929,plumbing,Plumbing Equipment,Activated Carbon Filter - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity activated carbon filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10930,plumbing,Plumbing Equipment,Activated Carbon Filter - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity activated carbon filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10931,plumbing,Plumbing Equipment,Activated Carbon Filter - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity activated carbon filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10932,plumbing,Plumbing Equipment,Arsenic Removal Filter - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged arsenic removal filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10933,plumbing,Plumbing Equipment,Arsenic Removal Filter - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity arsenic removal filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10934,plumbing,Plumbing Equipment,Arsenic Removal Filter - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity arsenic removal filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10935,plumbing,Plumbing Equipment,Arsenic Removal Filter - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity arsenic removal filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10936,plumbing,Plumbing Equipment,Bag Filter Housing - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged bag filter housing, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10937,plumbing,Plumbing Equipment,Bag Filter Housing - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity bag filter housing, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10938,plumbing,Plumbing Equipment,Bag Filter Housing - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity bag filter housing, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10939,plumbing,Plumbing Equipment,Bag Filter Housing - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity bag filter housing, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10940,plumbing,Plumbing Equipment,Cartridge Filter Housing - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged cartridge filter housing, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10941,plumbing,Plumbing Equipment,Cartridge Filter Housing - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity cartridge filter housing, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10942,plumbing,Plumbing Equipment,Cartridge Filter Housing - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity cartridge filter housing, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10943,plumbing,Plumbing Equipment,Cartridge Filter Housing - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity cartridge filter housing, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10944,plumbing,Plumbing Equipment,Chemical Dosing Skid - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged chemical dosing skid, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10945,plumbing,Plumbing Equipment,Chemical Dosing Skid - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity chemical dosing skid, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10946,plumbing,Plumbing Equipment,Chemical Dosing Skid - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity chemical dosing skid, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10947,plumbing,Plumbing Equipment,Chemical Dosing Skid - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity chemical dosing skid, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10948,plumbing,Plumbing Equipment,Chlorination Unit - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged chlorination unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10949,plumbing,Plumbing Equipment,Chlorination Unit - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity chlorination unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10950,plumbing,Plumbing Equipment,Chlorination Unit - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity chlorination unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10951,plumbing,Plumbing Equipment,Chlorination Unit - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity chlorination unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10952,plumbing,Plumbing Equipment,Deionization Unit - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged deionization unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10953,plumbing,Plumbing Equipment,Deionization Unit - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity deionization unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10954,plumbing,Plumbing Equipment,Deionization Unit - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity deionization unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10955,plumbing,Plumbing Equipment,Deionization Unit - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity deionization unit, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10956,plumbing,Plumbing Equipment,Iron Removal Filter - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged iron removal filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10957,plumbing,Plumbing Equipment,Iron Removal Filter - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity iron removal filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10958,plumbing,Plumbing Equipment,Iron Removal Filter - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity iron removal filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10959,plumbing,Plumbing Equipment,Iron Removal Filter - Small Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission small capacity iron removal filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10960,plumbing,Plumbing Equipment,Multimedia Filter - Custom/Packaged,"Subcategory: Water Treatment | Supply, install, connect, test and commission custom/packaged multimedia filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10961,plumbing,Plumbing Equipment,Multimedia Filter - Large Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission large capacity multimedia filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
PLUMB-10962,plumbing,Plumbing Equipment,Multimedia Filter - Medium Capacity,"Subcategory: Water Treatment | Supply, install, connect, test and commission medium capacity multimedia filter, complete with controls, valves, instrumentation, supports, access provisions and all accessories. | Code Ref: 22 30 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Capacity: ___ | Duty/Performance: ___ | Materials: ___ | Dimensions: ___ | Electrical Supply: ___ | Controls: ___ | Standard/Approval: ___",,set,,,,,,,
