itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-09514,plumbing,Piping Systems,Sewage Rising Main - HDPE PE100 - Mechanical Joint - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09563,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Cleanout Fitting - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L cleanout fitting for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09564,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Cleanout Fitting - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L cleanout fitting for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09565,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Cleanout Fitting - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L cleanout fitting for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09566,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Concentric Reducer - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L concentric reducer for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09567,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Concentric Reducer - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L concentric reducer for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09568,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Concentric Reducer - 250-400 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L concentric reducer for sewage rising main, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09569,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Concentric Reducer - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L concentric reducer for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09570,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Concentric Reducer - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L concentric reducer for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09571,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Coupling - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09572,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Coupling - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09573,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Coupling - 250-400 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for sewage rising main, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09574,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Coupling - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09575,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Coupling - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L coupling for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09576,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Dismantling Joint - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09577,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Dismantling Joint - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09578,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Dismantling Joint - 250-400 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for sewage rising main, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09579,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Dismantling Joint - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09580,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Dismantling Joint - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L dismantling joint for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09581,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Eccentric Reducer - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09582,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Eccentric Reducer - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09583,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Eccentric Reducer - 250-400 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for sewage rising main, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09584,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Eccentric Reducer - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09585,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - Eccentric Reducer - 65-100 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L eccentric reducer for sewage rising main, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09586,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - End Cap - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09587,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - End Cap - 15-25 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for sewage rising main, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09588,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - End Cap - 250-400 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for sewage rising main, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-09589,plumbing,Piping Systems,Sewage Rising Main - Stainless Steel 316L - End Cap - 32-50 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission Stainless Steel 316L end cap for sewage rising main, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
