itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-11396,plumbing,Valves and Piping Specialties,Domestic Cold Water - Air Release Valve - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission air release valve for domestic cold water, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11447,plumbing,Valves and Piping Specialties,Domestic Cold Water - Expansion Compensator - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission expansion compensator for domestic cold water, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11448,plumbing,Valves and Piping Specialties,Domestic Cold Water - Expansion Compensator - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission expansion compensator for domestic cold water, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11449,plumbing,Valves and Piping Specialties,Domestic Cold Water - Expansion Compensator - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission expansion compensator for domestic cold water, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11450,plumbing,Valves and Piping Specialties,Domestic Cold Water - Flexible Connector - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission flexible connector for domestic cold water, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11451,plumbing,Valves and Piping Specialties,Domestic Cold Water - Flexible Connector - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission flexible connector for domestic cold water, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11452,plumbing,Valves and Piping Specialties,Domestic Cold Water - Flexible Connector - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission flexible connector for domestic cold water, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11453,plumbing,Valves and Piping Specialties,Domestic Cold Water - Flexible Connector - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission flexible connector for domestic cold water, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11454,plumbing,Valves and Piping Specialties,Domestic Cold Water - Flexible Connector - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission flexible connector for domestic cold water, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11455,plumbing,Valves and Piping Specialties,Domestic Cold Water - Float Valve - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission float valve for domestic cold water, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11456,plumbing,Valves and Piping Specialties,Domestic Cold Water - Float Valve - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission float valve for domestic cold water, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11457,plumbing,Valves and Piping Specialties,Domestic Cold Water - Float Valve - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission float valve for domestic cold water, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11458,plumbing,Valves and Piping Specialties,Domestic Cold Water - Float Valve - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission float valve for domestic cold water, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11459,plumbing,Valves and Piping Specialties,Domestic Cold Water - Float Valve - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission float valve for domestic cold water, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11460,plumbing,Valves and Piping Specialties,Domestic Cold Water - Flow Limiting Valve - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission flow limiting valve for domestic cold water, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11461,plumbing,Valves and Piping Specialties,Domestic Cold Water - Flow Limiting Valve - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission flow limiting valve for domestic cold water, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11462,plumbing,Valves and Piping Specialties,Domestic Cold Water - Flow Limiting Valve - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission flow limiting valve for domestic cold water, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11463,plumbing,Valves and Piping Specialties,Domestic Cold Water - Flow Limiting Valve - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission flow limiting valve for domestic cold water, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11464,plumbing,Valves and Piping Specialties,Domestic Cold Water - Flow Limiting Valve - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission flow limiting valve for domestic cold water, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11465,plumbing,Valves and Piping Specialties,Domestic Cold Water - Foot Valve - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission foot valve for domestic cold water, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11466,plumbing,Valves and Piping Specialties,Domestic Cold Water - Foot Valve - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission foot valve for domestic cold water, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11467,plumbing,Valves and Piping Specialties,Domestic Cold Water - Foot Valve - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission foot valve for domestic cold water, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11468,plumbing,Valves and Piping Specialties,Domestic Cold Water - Foot Valve - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission foot valve for domestic cold water, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11469,plumbing,Valves and Piping Specialties,Domestic Cold Water - Foot Valve - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission foot valve for domestic cold water, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-11470,plumbing,Valves and Piping Specialties,Domestic Cold Water - Gate Valve - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission gate valve for domestic cold water, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
