itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-03514,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - 90 Degree Elbow - 250-400 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for greywater distribution, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03564,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Flange Adaptor - 65-100 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure flange adaptor for greywater distribution, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03565,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Flexible Connector - 125-200 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure flexible connector for greywater distribution, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03566,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Flexible Connector - 15-25 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure flexible connector for greywater distribution, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03567,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Flexible Connector - 250-400 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure flexible connector for greywater distribution, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03568,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Flexible Connector - 32-50 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure flexible connector for greywater distribution, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03569,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Flexible Connector - 65-100 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure flexible connector for greywater distribution, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03570,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Mechanical Joint - 125-200 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure mechanical joint for greywater distribution, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03571,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Mechanical Joint - 15-25 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure mechanical joint for greywater distribution, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03572,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Mechanical Joint - 250-400 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure mechanical joint for greywater distribution, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03573,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Mechanical Joint - 32-50 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure mechanical joint for greywater distribution, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03574,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Mechanical Joint - 65-100 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure mechanical joint for greywater distribution, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03575,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Pipe Sleeve - 125-200 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure pipe sleeve for greywater distribution, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03576,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Pipe Sleeve - 15-25 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure pipe sleeve for greywater distribution, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03577,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Pipe Sleeve - 250-400 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure pipe sleeve for greywater distribution, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03578,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Pipe Sleeve - 32-50 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure pipe sleeve for greywater distribution, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03579,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Pipe Sleeve - 65-100 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure pipe sleeve for greywater distribution, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03580,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Puddle Flange - 125-200 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure puddle flange for greywater distribution, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03581,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Puddle Flange - 15-25 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure puddle flange for greywater distribution, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03582,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Puddle Flange - 250-400 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure puddle flange for greywater distribution, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03583,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Puddle Flange - 32-50 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure puddle flange for greywater distribution, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03584,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Puddle Flange - 65-100 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure puddle flange for greywater distribution, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03585,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Reducing Tee - 125-200 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure reducing tee for greywater distribution, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03586,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Reducing Tee - 15-25 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure reducing tee for greywater distribution, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03587,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Reducing Tee - 250-400 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure reducing tee for greywater distribution, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-03588,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - Reducing Tee - 32-50 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure reducing tee for greywater distribution, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
